Data,Hora,Equipamento,Usuário Reserva
2018-10-22,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-22,08:00 ~ 10:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2018-10-22,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-22,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-22,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2018-10-22,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-10-22,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-10-22,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-10-22,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-10-22,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-10-22,18:00 ~ 20:00,MEV XL30 FEG,xxxxx
2018-10-22,18:00 ~ 20:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-23,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2018-10-23,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-10-23,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-10-23,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-10-23,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-10-23,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-10-23,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-10-23,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-10-23,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-10-23,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-10-23,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2018-10-23,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2018-10-23,18:00 ~ 20:00,MET TECNAI G2F20,xxxxx
2018-10-23,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2018-10-23,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-10-23,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-10-23,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-10-23,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-10-23,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2018-10-23,18:00 ~ 20:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-23,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-23,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-23,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-23,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-23,16:00 ~ 18:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2018-10-24,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-10-24,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-10-24,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-10-24,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-10-24,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-10-24,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-10-24,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2018-10-24,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2018-10-24,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-10-24,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-10-24,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-10-24,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-24,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-24,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-10-24,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-10-24,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-10-24,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-24,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-24,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2018-10-24,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-10-25,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2018-10-25,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2018-10-25,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-10-25,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-10-25,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-10-25,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-10-25,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-10-25,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-10-25,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-10-25,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2018-10-25,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2018-10-25,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-10-25,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-10-25,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-10-25,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-25,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-25,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-25,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-25,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-10-25,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-10-25,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-10-25,18:00 ~ 20:00,MEV XL30 FEG,xxxxx
2018-10-25,18:00 ~ 20:00,MEV INSPECT EBSD,xxxxx
2018-10-26,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-10-26,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-10-26,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2018-10-26,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-10-26,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-10-26,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2018-10-26,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2018-10-26,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2018-10-26,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-10-26,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-10-26,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-10-26,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-10-26,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-26,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-26,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-26,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-26,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-10-26,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-10-26,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-10-26,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-10-26,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-10-29,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-10-29,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-10-29,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-10-29,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-29,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-29,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-29,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-10-29,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-10-29,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-10-29,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-10-29,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-29,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-10-29,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-10-29,18:00 ~ 20:00,MEV XL30 FEG,xxxxx
2018-10-30,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-10-30,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-10-30,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-10-30,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-10-30,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-10-30,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-10-30,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-10-30,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-10-30,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-30,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-30,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-30,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-30,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-10-30,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-10-30,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-10-30,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-10-30,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-10-30,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2018-10-30,18:00 ~ 20:00,MEV XL30 FEG,xxxxx
2018-10-31,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-10-31,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-10-31,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-10-31,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-10-31,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-10-31,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2018-10-31,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-10-31,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-10-31,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-31,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-10-31,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-31,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-31,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-10-31,18:00 ~ 20:00,MEV INSPECT EBSD,xxxxx
2018-10-31,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-10-31,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-10-31,18:00 ~ 20:00,MEV XL30 FEG,xxxxx
2018-10-31,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-11-01,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-11-01,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-11-01,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-11-01,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-11-01,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-11-01,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-11-01,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-11-01,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-01,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-01,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-11-01,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-01,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-01,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-11-01,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-11-01,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-11-01,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-11-01,18:00 ~ 20:00,MEV INSPECT EBSD,xxxxx
2018-11-01,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-11-02,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-11-02,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-11-02,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-11-02,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-11-02,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-11-02,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-11-02,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-11-02,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-11-02,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2018-11-02,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2018-11-02,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2018-11-02,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2018-11-02,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-02,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-02,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-02,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-02,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-11-02,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-11-02,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-11-02,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-11-05,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-11-05,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-05,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-11-06,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-11-06,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-11-06,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-11-06,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-11-06,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2018-11-06,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-06,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-06,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-06,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-06,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-11-06,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-11-06,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-11-06,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-11-06,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-11-06,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2018-11-07,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-11-07,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-11-07,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-11-07,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-11-07,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-11-07,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-11-07,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-07,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-11-07,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-11-07,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-11-07,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-07,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-11-08,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-11-08,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-11-08,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-11-08,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-11-08,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-11-08,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-11-08,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-11-08,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-08,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-08,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-11-08,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-11-09,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-11-09,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-11-09,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-11-09,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-11-09,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2018-11-09,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2018-11-09,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-09,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-09,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-11-09,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-11-09,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-11-09,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-09,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-09,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-11-09,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-11-12,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-12,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-12,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-11-12,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-12,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-12,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-11-12,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-11-12,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-11-12,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-11-12,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-11-12,14:00 ~ 16:00,AFM BRUKER,xxxxx
2018-11-13,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-11-13,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-11-13,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-11-13,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-11-13,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-13,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-13,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-13,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-13,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-11-13,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-11-13,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-11-13,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-11-13,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-11-13,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-11-13,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-11-13,16:00 ~ 18:00,AFM BRUKER,xxxxx
2018-11-13,14:00 ~ 16:00,AFM BRUKER,xxxxx
2018-11-13,18:00 ~ 20:00,AFM BRUKER,xxxxx
2018-11-14,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-11-14,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-11-14,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-11-14,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-11-14,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2018-11-14,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2018-11-14,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-14,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-14,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-14,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-14,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-11-14,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-11-14,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-11-14,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-11-14,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-11-14,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-11-14,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-11-14,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2018-11-14,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2018-11-14,16:00 ~ 18:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2018-11-15,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-15,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-15,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-15,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-15,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-11-15,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-11-15,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-11-15,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-11-15,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-11-15,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-11-15,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-11-15,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-11-15,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2018-11-15,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2018-11-15,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2018-11-15,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2018-11-15,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-11-15,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-11-15,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-11-15,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-11-15,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-11-15,18:00 ~ 20:00,MEV XL30 FEG,xxxxx
2018-11-15,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2018-11-15,18:00 ~ 20:00,MEV INSPECT EBSD,xxxxx
2018-11-15,12:00 ~ 14:00,MET TECNAI G2F20,xxxxx
2018-11-15,18:00 ~ 20:00,MET TECNAI G2F20,xxxxx
2018-11-16,16:00 ~ 18:00,MEV MAGELLAN,xxxxx
2018-11-16,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
2018-11-16,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-11-16,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-11-16,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-11-16,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-11-16,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-11-16,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-11-16,18:00 ~ 20:00,MEV XL30 FEG,xxxxx
2018-11-16,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-11-16,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-11-16,12:00 ~ 14:00,MEV INSPECT EBSD,xxxxx
2018-11-16,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-11-16,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-11-16,18:00 ~ 20:00,MEV INSPECT EBSD,xxxxx
2018-11-16,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-11-16,08:00 ~ 10:00,MET TECNAI G2F20,xxxxx
2018-11-16,10:00 ~ 12:00,MET TECNAI G2F20,xxxxx
2018-11-16,12:00 ~ 14:00,MET TECNAI G2F20,xxxxx
2018-11-16,14:00 ~ 16:00,MET TECNAI G2F20,xxxxx
2018-11-16,16:00 ~ 18:00,MET TECNAI G2F20,xxxxx
2018-11-16,18:00 ~ 20:00,MET TECNAI G2F20,xxxxx
2018-11-19,08:00 ~ 10:00,MEV XL30 FEG,xxxxx
2018-11-19,10:00 ~ 12:00,MEV XL30 FEG,xxxxx
2018-11-19,14:00 ~ 16:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-19,16:00 ~ 18:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-19,14:00 ~ 16:00,MEV INSPECT EBSD,xxxxx
2018-11-19,10:00 ~ 12:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-19,08:00 ~ 10:00,MET TECNAI LaB6 - ASTAR,xxxxx
2018-11-19,16:00 ~ 18:00,MEV XL30 FEG,xxxxx
2018-11-19,12:00 ~ 14:00,MEV XL30 FEG,xxxxx
2018-11-19,14:00 ~ 16:00,AFM BRUKER,xxxxx
2018-11-19,16:00 ~ 18:00,AFM BRUKER,xxxxx
2018-11-19,08:00 ~ 10:00,MEV INSPECT EBSD,xxxxx
2018-11-19,10:00 ~ 12:00,MEV INSPECT EBSD,xxxxx
2018-11-19,14:00 ~ 16:00,MEV XL30 FEG,xxxxx
2018-11-19,14:00 ~ 16:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2018-11-19,16:00 ~ 18:00,MICROSCOPIO OPTICO CONFOCAL OLYMPUS,xxxxx
2018-11-19,16:00 ~ 18:00,MEV INSPECT EBSD,xxxxx
2018-11-20,08:00 ~ 10:00,MEV MAGELLAN,xxxxx
2018-11-20,10:00 ~ 12:00,MEV MAGELLAN,xxxxx
2018-11-20,14:00 ~ 16:00,MEV MAGELLAN,xxxxx
